,Date,Title
0,20210222,전기차 배터리 주식 팔아야 하나  LG화학  SK이노베이션이 합의하면 주가는 급등할까    염승환 부장
1,20220320,지금은 주식을 살 타이밍  공부할 주식 10종목 골라봤어요  앞으로 주가를 지켜 보세요   sk이노베이션  lg전자  김정수 전업투자가
2,20210805,SK이노베이션 주가  배터리 분사 결정 이후 전망   온세미컨덕터  전방 산업 수요 확대   4시에 만나는 미래   2021 8 5 목 
3,20220331,김준 SK이노베이션 부회장  SK온 상장  2025년 이후 검토   20220331 
4,20220617, 주식청 등락 알리미  조광ILI SK이노베이션 한샘 하나머티리얼즈   매일경제TV
5,20220623,SK이노베이션 096770   한화에어로스페이스 012450 _종목 상담_주식 챔피언 쇼  20220623 
6,20220121, LIVE 종목상담  LG에너지솔루션 상장하면 삼성SDI SK이노베이션 주가 더 오를까    장시영 차장  낮 12시 
7,20220609,SK이노베이션    에너지 관련주   국제유가 3개월 만에 120달러 돌파  150달러 전망도_머선129  20220609 
8,20220626, 고수쩐설  하이브 플랜B가 있는 줄 알았는데   주식투자는 소액으로 돈 버는 훈련을 먼저 해야 합니다  SK이노베이션  데이짱 김영옥 전업투자자
9,20220118,한국 주식 하락 원인  바닥은 어디일까    염승환   이트렌드   SK이노베이션   삼성전기   한화솔루션   SK바이오사이언스
10,20220611,24시 클럽   이 종목 팔까   삼성전기  삼성SDI  SK이노베이션  종목상담
11,20220621,주챔쇼 플러스증가 6 21  SK이노베이션 증가 에스에너지 증가 한국비엔씨  미공개  종목상담
12,20220607,6월8일 주식 SK이노베이션 현대건설기계 호텔신라삼성전자 OCI 노터스 에코프로비엠 엘앤에프 현대로템 유니슨 지에스이 KG ETS
13,20220607, SK이노베이션 096770   유가 150달러 갈 수도 있다   정유   가스 관련주들 강세 지속  전망은     종목상담
14,20220616,전기차 자율주행 강세  삼성SDI 밀리면 매수 전략   유가 관련주 SK이노베이션 S감소Oil  60일선까지 대기  이종복의 실전매매 최고수의 길 
15,20220421, 04 21  KEDI30 혁신기업  SK이노베이션  손절하는 법    나의 투자 전략   한국경제TV
16,20220110,CJ제일제당  대상  남화산업  제일약품  크래프톤  유니슨  SK이노베이션  농심  아모레G  호텔신라  스튜디오드래곤_주식 챔피언 쇼  20220110 
17,20220617,SK이노베이션 096770     정유주_시초가에 이 종목  20220617 
18,20220314,기적의 단어 선반영  이번엔 반등 올까    염승환   E트렌드   셀트리온   LG전자   SK이노베이션   고려아연
19,20220623,파트론  메드팩토 SK이노베이션 한화에어로스페이스 팜스코 플레이디 알서포트 셀트리온 CJ씨푸드 대한항공 컴투스 한국전력 LG전자 러셀 원익홀딩스_주식 챔피언 쇼  20220623 
20,20220613, 주간 유망 종목  철저하게 싼 주식을 보자
21,20220704, 주식 SK이노베이션 높지만 더욱 크게 주가 날아갑니다 미친듯이 가능 종목일까 SK이노베이션주가전망
22,20220607,SK이노베이션 096770     정유주   서울 휘발유값 리터당 2100원 돌파    10년만에 최고치_머선129  20220607 
23,20220322,효성오앤비  대신정보통신  SK이노베이션_사가지  20220322 
24,20220702, SK이노베이션 목표가  SK이노베이션주가전망 SK이노베이션주식 SK이노베이션전망 SK이노베이션매매전략
25,20220613,한국항공우주  올릭스  대한광통신  KMH  신세계인터내셔널  씨에스윈드  티케이케미칼  DL이앤씨  에코마케팅  SK이노베이션_스피드 종목 10  20220613 
26,20220701,엘앤에프 066970   아모레퍼시픽 090430   SK이노베이션 096770 _WhyRaNo  20220701 
27,20220617,나스닥 급락 vs 항셍 급등  코스피는 어디로    신고가는 눌림목   역배열은 기간과 가격   삼성SDI SK이노베이션 진입 전략  이종복의 실전매매 최고수의 길 
28,20210929,급락장 실시간 대응 및 단타   차트 및 시황 꿀팁  feat  삼성전자 LG전자 기아 한국조선해양 SK이노베이션 주식선물  
29,20220703, SK이노베이션 주가전망  SK이노베이션주가 SK이노베이션주식 SK이노베이션목표가 SK이노베이션매매전략
30,20220430,LG생활건강 포스코ICT 하나마이크론 SK이노베이션 컴퍼니케이 토비스 오토앤 버킷스튜디오 로보티즈 엠씨넥스 태경산업 현대제철 롯데관광개발_김현구의 주식 코치 2부  20220430
31,20220302,와이제이엠게임즈 두산중공업 삼성생명 솔브레인 대원전선 사조오양 머큐리 조이시티 대한전선 SK이노베이션 현대글로비스 한국전력 NAVER LX홀딩스_주식 챔피언 쇼  20220302 
32,20210325,SK하이닉스  SK이노베이션  SK바이오사이언스  SK그룹주  볼린저밴드로 봤더니     feat 청송촌놈 주식투자 21 03 25 
33,20220115, 이반장  국전약품  SK이노베이션  심텍  신원종합개발  딥노이드  현대두산인프라코어  카카오  삼성엔지니어링  효성티앤씨 外   머니투데이방송
